card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card,slot
2026-07-17_slot3,2026-07-17,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED (not eligible),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-20_slot1,2026-07-20,Daily Directional,Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-07-21 16:30:00,7487.7,26.99,0.465,3.0,-1.0,-1.0,1.0
2026-07-20_slot2,2026-07-20,"Pivot (TRANSITION, breakout side only)",Trade 2,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-20_slot3,2026-07-20,Momentum-Breakout,Trade 3C,SHORT,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-21_slot1,2026-07-21,"Trade 1 - Daily Directional (SHORT, bearish continuation)",Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-07-22 16:30:00,7490.3,24.43,0.359,3.0,-1.0,-1.0,1.0
2026-07-21_slot2,2026-07-21,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side, SHORT)",Trade 2,SHORT,usopen,SKIPPED_MALFORMED,LIMIT already marketable at 16:30 - filled at open,2026-07-22 16:30:00,7490.3,2.52,0.096,1.0,0.0,0.0,2.0
2026-07-21_slot3,2026-07-21,Trade 3C - Momentum-Breakout (25-day range),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-22_slot1,2026-07-22,Trade 1 - Daily Directional - SUPPRESSED (directional conviction inside the neutral band),Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-22_slot2,2026-07-22,"Trade 2 - Pivot (regime-aware, RANGE mean-reversion at daily R1)",Trade 2,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-22_slot3,2026-07-22,"Trade 3B - Mean-Reversion (25-day range fade, short leg)",Trade 3B,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-23_slot1,2026-07-23,Trade 1 - Daily Directional,Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-23_slot2,2026-07-23,"Trade 2 - Pivot, TRANSITION branch (breakout side only)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-23_slot3,2026-07-23,Trade 3C - Momentum-Breakout (regime-driven complex),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-24_slot1,2026-07-24,Daily Directional,Trade 1,SHORT,usopen,SKIPPED_MALFORMED,MARKET at 16:30 open,2026-07-27 16:30:00,7473.8,6.46,0.104,1.0,0.0,0.0,1.0
2026-07-24_slot2,2026-07-24,Pivot - breakout side (transition regime),Trade 2,SHORT,usopen,SKIPPED_MALFORMED,LIMIT already marketable at 16:30 - filled at open,2026-07-27 16:30:00,7473.8,35.68,1.119,1.0,0.0,0.0,2.0
2026-07-24_slot3,2026-07-24,Momentum-Breakout,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-27_slot1,2026-07-27,Trade 1 - Daily Directional - SUPPRESSED (conviction below threshold),Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-27_slot2,2026-07-27,"Trade 2 - Pivot, TRANSITION branch (breakout side only) - SUPPRESSED (no breakout side; ladder inverts)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-27_slot3,2026-07-27,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-28_slot1,2026-07-28,Trade 1 - Daily Directional,Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-28_slot2,2026-07-28,Trade 2 - Pivot (RANGE mean-reversion),Trade 2,LONG,usopen,FILLED,LIMIT touched,2026-07-29 17:15:00,7372.17,61.77,1.0,3.0,-0.333,-0.333,2.0
2026-07-28_slot3,2026-07-28,"Trade 3B - Mean-Reversion (25-session range fade, long from the lower band)",Trade 3B,LONG,usopen,FILLED,LIMIT touched,2026-07-29 17:30:00,7362.96,31.89,1.0,3.0,0.169,0.169,3.0
2026-07-29_slot1,2026-07-29,Trade 1 - Daily Directional,Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-29_slot2,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-29_slot3,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-30_slot1,2026-07-30,Trade 1 - Daily Directional,Trade 1,SHORT,usopen,SKIPPED_MICRO_R,MARKET at 16:30 open,2026-07-31 16:30:00,7468.1,4.17,0.027,1.0,0.0,0.0,1.0
2026-07-30_slot2,2026-07-30,Trade 2 - Pivot (regime-aware),Trade 2,SHORT,usopen,SKIPPED_MALFORMED,LIMIT already marketable at 16:30 - filled at open,2026-07-31 16:30:00,7468.1,70.2,1.525,1.0,0.0,0.0,2.0
2026-07-30_slot3,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-31_slot1,2026-07-31,Trade 1 - Daily Directional (SUPPRESSED - conviction gate),Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-31_slot2,2026-07-31,"Trade 2 - Pivot, regime-aware (SUPPRESSED - TRANSITION regime, no breakout side)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-31_slot3,2026-07-31,Trade 3C - Momentum-Breakout (SUPPRESSED - no confirmed break),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
