card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card,slot
2026-07-23_slot1,2026-07-23,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 16:30 open,2026-07-24 16:30:00,7407.6,113.54,5.119,3.0,-0.274,2.714,1.0
2026-07-23_slot2,2026-07-23,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,SKIPPED_MALFORMED,LIMIT already marketable at 09:00 - filled at open,2026-07-24 09:00:00,7405.8,8.84,0.129,1.0,0.0,0.0,2.0
2026-07-23_slot3,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),Trade 3,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-24_slot1,2026-07-24,Trade 1 - Daily Directional,Trade 1,SHORT,card,SKIPPED_MALFORMED,MARKET at 09:00 open,2026-07-27 09:00:00,7480.8,34.28,0.897,1.0,0.0,0.0,1.0
2026-07-24_slot2,2026-07-24,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,card,SKIPPED_MALFORMED,LIMIT already marketable at 09:00 - filled at open,2026-07-27 09:00:00,7480.8,1.52,0.03,1.0,0.0,0.0,2.0
2026-07-24_slot3,2026-07-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,card,FILLED,LIMIT touched,2026-07-27 09:00:00,7481.66,71.33,1.0,3.0,1.158,1.158,3.0
2026-07-27_slot1,2026-07-27,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-27_slot2,2026-07-27,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,FILLED,STOP touched,2026-07-28 15:30:00,7425.82,32.91,1.0,3.0,-1.0,-1.0,2.0
2026-07-27_slot3,2026-07-27,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-08-04 09:00:00,7620.3,211.19,1.118,3.0,0.572,0.758,3.0
2026-07-28_slot1,2026-07-28,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,LIMIT touched,2026-07-29 16:45:00,7392.0,35.0,1.0,3.0,-1.0,-1.0,1.0
2026-07-28_slot2,2026-07-28,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,FILLED,LIMIT touched,2026-07-29 17:00:00,7387.0,25.0,1.0,3.0,-1.0,-1.0,2.0
2026-07-28_slot3,2026-07-28,Trade 3 - Mean-Reversion (buy stop on P reclaim),Trade 3,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-07-29 09:00:00,7425.5,47.5,1.131,3.0,0.354,0.532,3.0
2026-07-29_slot1,2026-07-29,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-29_slot2,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,FILLED,STOP touched,2026-07-30 22:00:00,7438.79,39.4,1.0,3.0,-0.333,-0.333,2.0
2026-07-29_slot3,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-08-04 09:00:00,7620.3,211.19,1.118,3.0,0.572,0.758,3.0
2026-07-30_slot1,2026-07-30,Trade 1 - Daily Directional,Trade 1,SHORT,card,SKIPPED_MALFORMED,MARKET at 09:00 open,2026-07-31 09:00:00,7477.9,76.9,0.905,1.0,0.0,0.0,1.0
2026-07-30_slot2,2026-07-30,Trade 2 - Pivot (regime-aware),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-30_slot3,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,card,NO TRIGGER,,,,,,1.0,0.0,0.0,3.0
2026-07-31_slot1,2026-07-31,Trade 1 - Daily Directional (breakout stop),Trade 1,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-08-03 09:00:00,7534.9,168.9,1.898,3.0,0.179,1.237,1.0
2026-07-31_slot2,2026-07-31,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-31_slot3,2026-07-31,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
