report_id,report_date,strategy,direction,entry_mode,card_entry,stop,card_R,entry_session,fill_status,fill_time,fill_price,R_points,risk_ratio,micro,units,blended_R
SPX-2026-07-21,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),SHORT,"CONDITIONAL - confirmed downside break, entry at breakdown close",7443.0,7530.0,87.0,2026-07-24,FILLED,2026-07-24 06:45:00,7402.6,127.4,1.464,,3,-1.0
SPX-2026-07-22,2026-07-22,Trade 1 - Daily Directional,,,,,,,SUPPRESSED,,,,,,1,0.0
SPX-2026-07-22,2026-07-22,Trade 2 - Pivot (regime-aware),,,,,,,SUPPRESSED,,,,,,1,0.0
SPX-2026-07-22,2026-07-22,"Trade 3B - Mean-Reversion (range fade, short leg)",SHORT,SELL LIMIT into the 78.6-88.6% zone,7524.1,7556.5,32.4,2026-07-23,NO FILL,,,,,,1,0.0
SPX-2026-07-23,2026-07-23,Trade 1 - Daily Directional,SHORT,MARKET @ 23 Jul cash open 14:30 UK,7498.96,7521.14,22.18,2026-07-24,FILLED,2026-07-24 06:45:00,7402.6,118.54,5.344,,3,-0.288
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7483.19,7414.64,68.55,2026-07-24,MALFORMED,2026-07-24 06:45:00,7402.6,12.04,0.176,,3,-1.0
SPX-2026-07-23,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),SHORT,SELL LIMIT,7540.65,7588.26,47.61,2026-07-24,NO FILL,,,,,,1,0.0
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,"PENDING @ 07:00 UK anchor, executed 14:30 UK",7408.3,7446.52,38.22,2026-07-27,MALFORMED,2026-07-27 06:45:00,7466.8,20.28,0.531,,3,-1.0
SPX-2026-07-24,2026-07-24,Trade 2 - Pivot (sell limit daily P),SHORT,SELL LIMIT,7428.37,7479.28,50.91,2026-07-27,FILLED,2026-07-27 06:45:00,7466.8,12.48,0.245,MICRO-R,3,-1.0
SPX-2026-07-24,2026-07-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,SELL LIMIT,7481.66,7552.99,71.33,2026-07-27,FILLED,2026-07-27 09:00:00,7481.66,71.33,1.0,,3,1.158
SPX-2026-07-27,2026-07-27,Trade 1 - Daily Directional,,,,,,,SUPPRESSED,,,,,,1,0.0
SPX-2026-07-27,2026-07-27,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7425.82,7392.91,32.91,2026-07-28,FILLED,2026-07-28 15:30:00,7425.82,32.91,1.0,,3,-1.0
SPX-2026-07-27,2026-07-27,Trade 3C - Momentum-Breakout (conditional upside),LONG,CONDITIONAL - confirmed close above 7598.01,7598.01,7409.11,188.9,2026-08-04,FILLED,2026-08-04 06:45:00,7615.3,206.19,1.092,,3,0.66
SPX-2026-07-28,2026-07-28,Trade 1 - Daily Directional,LONG,BUY LIMIT into the 7387-7394 shelf,7392.0,7357.0,35.0,2026-07-29,FILLED,2026-07-29 16:45:00,7392.0,35.0,1.0,,3,-1.0
SPX-2026-07-28,2026-07-28,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7387.0,7362.0,25.0,2026-07-29,FILLED,2026-07-29 17:00:00,7387.0,25.0,1.0,,3,-1.0
SPX-2026-07-28,2026-07-28,Trade 3 - Mean-Reversion (buy stop on P reclaim),LONG,BUY STOP,7420.0,7378.0,42.0,2026-07-29,FILLED,2026-07-29 06:45:00,7423.0,45.0,1.071,,3,0.408
SPX-2026-07-29,2026-07-29,Trade 1 - Daily Directional,,,,,,,SUPPRESSED,,,,,,1,0.0
SPX-2026-07-29,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7438.79,7399.39,39.4,2026-07-30,FILLED,2026-07-30 22:00:00,7438.79,39.4,1.0,,3,-0.333
SPX-2026-07-29,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),LONG,CONDITIONAL - confirmed close above 7598.01,7598.01,7409.11,188.9,2026-08-04,FILLED,2026-08-04 06:45:00,7615.3,206.19,1.092,,3,0.66
SPX-2026-07-30,2026-07-30,Trade 1 - Daily Directional,SHORT,MARKET @ 30 Jul daily-open anchor,7316.0,7401.0,85.0,2026-07-31,MALFORMED,2026-07-31 06:45:00,7466.9,65.9,0.775,,3,-1.0
SPX-2026-07-30,2026-07-30,Trade 2 - Pivot (regime-aware),,,,,,,SUPPRESSED,,,,,,1,0.0
SPX-2026-07-30,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),SHORT,CONDITIONAL - confirmed close below ~7283,7280.0,7408.0,128.0,,NO TRIGGER,,,,,,1,0.0
SPX-2026-07-31,2026-07-31,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7455.0,7366.0,89.0,2026-08-03,FILLED,2026-08-03 06:45:00,7534.2,168.2,1.89,,3,0.183
SPX-2026-07-31,2026-07-31,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7405.0,7340.0,65.0,2026-08-03,NO FILL,,,,,,1,0.0
SPX-2026-07-31,2026-07-31,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7412.0,7360.0,52.0,2026-08-03,NO FILL,,,,,,1,0.0
