report_id,report_date,strategy,direction,card_entry_mode,card_entry,stop_loss,tp1,tp2,tp3,card_R_points,management,window_session,fill_status,fill_time_broker,fill_price,unit,exit_price,exit_time_broker,exit_reason,R_window,R_points_window,notes
SPX-2026-05-22,2026-05-22,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7415.0,7355.0,7437.0,7475.0,7501.0,60.0,"3 units; Unit3 SL->entry+0.2R (7427) on TP2 fill; runner toward ~7501, trails prior-day low",2026-05-25,FILLED,2026-05-25 06:45:00,7544.9,Unit 3,7501.0,2026-05-25 06:45:00,runner target reached | marketable at window open (level already breached) - filled at open,-0.231,189.9,entry ref 7415.0 vs window fill 7544.9 (+129.9) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 1,7751.3,2026-08-07 23:45:00,confirming close 7552.7 on 2026-05-25; unresolved at end of data - marked to market | market at window open 06:45,0.668,334.7,
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 2,7751.3,2026-08-07 23:45:00,confirming close 7552.7 on 2026-05-25; unresolved at end of data - marked to market | market at window open 06:45,0.668,334.7,
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 3,7751.3,2026-08-07 23:45:00,unresolved at end of data - marked to market,0.668,334.7, [OPEN_MTM]
SPX-2026-05-25,2026-05-25,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK on 26 May (post-holiday open),7473.47,7403.3,7543.64,7613.81,7689.0,70.17,3 units; Unit3 SL->entry+0.2R (7487.51) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 1,7543.64,2026-05-27 11:15:00,TP1 reached | market at window open 06:45,0.128,124.4,entry ref 7473.47 vs window fill 7527.7 (+54.2)
SPX-2026-05-25,2026-05-25,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK on 26 May (post-holiday open),7473.47,7403.3,7543.64,7613.81,7689.0,70.17,3 units; Unit3 SL->entry+0.2R (7487.51) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 2,7613.81,2026-06-01 14:30:00,TP2 reached | market at window open 06:45,0.692,124.4,entry ref 7473.47 vs window fill 7527.7 (+54.2)
SPX-2026-05-25,2026-05-25,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK on 26 May (post-holiday open),7473.47,7403.3,7543.64,7613.81,7689.0,70.17,3 units; Unit3 SL->entry+0.2R (7487.51) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 3,7521.5,2026-05-26 23:45:00,card-specified runner time-stop at the entry-session close | market at window open 06:45,-0.05,124.4,entry ref 7473.47 vs window fill 7527.7 (+54.2)
SPX-2026-05-25,2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 1,7468.98,2026-05-26 06:45:00,TP1 reached | marketable at window open (level already breached) - filled at open,-0.58,101.27,entry ref 7447.53 vs window fill 7527.7 (+80.2) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-25,2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 2,7480.61,2026-05-26 06:45:00,TP2 reached | marketable at window open (level already breached) - filled at open,-0.465,101.27,entry ref 7447.53 vs window fill 7527.7 (+80.2) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-25,2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 3,7492.24,2026-05-26 06:45:00,runner target reached | marketable at window open (level already breached) - filled at open,-0.35,101.27,entry ref 7447.53 vs window fill 7527.7 (+80.2) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-25,2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7400.82,7320.9,7428.94,7484.6,7630.3,79.9,3 units; Unit3 SL->entry+0.2R (7416.80) on TP2; structural override to 7442.71 on 100%-ext print,2026-05-26,NO FILL,,,All units,,,level 7400.82 not reached in the 06:45-08:45 window on 2026-05-26 (window range 7524.0-7530.7); order expires.,0.0,,
SPX-2026-05-26,2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 1,7548.98,2026-05-27 12:30:00,TP1 reached | market at window open 06:45,0.135,133.04,entry ref 7473.47 vs window fill 7531.0 (+57.5)
SPX-2026-05-26,2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 2,7624.5,2026-06-02 18:15:00,TP2 reached | market at window open 06:45,0.703,133.04,entry ref 7473.47 vs window fill 7531.0 (+57.5)
SPX-2026-05-26,2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 3,7543.0,2026-05-27 23:45:00,card-specified runner time-stop at the entry-session close | market at window open 06:45,0.09,133.04,entry ref 7473.47 vs window fill 7531.0 (+57.5)
SPX-2026-05-26,2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 1,7470.15,2026-05-27 06:45:00,TP1 reached | marketable at window open (level already breached) - filled at open,-0.581,104.67,entry ref 7448.3 vs window fill 7531.0 (+82.7) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-26,2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 2,7482.36,2026-05-27 06:45:00,TP2 reached | marketable at window open (level already breached) - filled at open,-0.465,104.67,entry ref 7448.3 vs window fill 7531.0 (+82.7) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-26,2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-05-27,FILLED,2026-05-27 06:45:00,7531.0,Unit 3,7494.57,2026-05-27 06:45:00,runner target reached | marketable at window open (level already breached) - filled at open,-0.348,104.67,entry ref 7448.3 vs window fill 7531.0 (+82.7) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 1,7751.3,2026-08-07 23:45:00,confirming close 7578.2 on 2026-05-28; unresolved at end of data - marked to market | market at window open 06:45,0.44,410.51,
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 2,7751.3,2026-08-07 23:45:00,confirming close 7578.2 on 2026-05-28; unresolved at end of data - marked to market | market at window open 06:45,0.44,410.51,
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 3,7751.3,2026-08-07 23:45:00,unresolved at end of data - marked to market,0.44,410.51, [OPEN_MTM]
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,FILLED,2026-05-28 06:45:00,7502.8,Unit 1,7330.35,2026-06-09 18:15:00,stopped out (TP1 reached later at 2026-08-04 18:30:00) | market at window open 06:45,-1.0,172.45,entry ref 7519.12 vs window fill 7502.8 (-16.3)
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,FILLED,2026-05-28 06:45:00,7502.8,Unit 2,7330.35,2026-06-09 18:15:00,stopped out (TP2 not reached) | market at window open 06:45,-1.0,172.45,entry ref 7519.12 vs window fill 7502.8 (-16.3)
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,FILLED,2026-05-28 06:45:00,7502.8,Unit 3,7578.2,2026-05-28 23:45:00,card-specified runner time-stop at the entry-session close | market at window open 06:45,0.437,172.45,entry ref 7519.12 vs window fill 7502.8 (-16.3)
SPX-2026-05-27,2026-05-27,Trade 2 - Pivot (TREND_UP),LONG,BUY LIMIT,7451.26,7389.82,7538.19,7570.56,7602.92,61.4,3 units; Unit3 SL->entry+0.2R (7463.55) on TP2 fill,2026-05-28,NO FILL,,,All units,,,level 7451.26 not reached in the 06:45-08:45 window on 2026-05-28 (window range 7495.7-7516.3); order expires.,0.0,,
SPX-2026-05-27,2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7421.5,7330.35,7456.24,7525.0,7705.0,91.2,3 units; structural runner override to 7473.25 on 100%-ext break,2026-05-28,NO FILL,,,All units,,,level 7421.5 not reached in the 06:45-08:45 window on 2026-05-28 (window range 7495.7-7516.3); order expires.,0.0,,
SPX-2026-05-28,2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 1,7548.41,2026-05-29 06:45:00,TP1 reached | market at window open 06:45,-0.225,99.6,entry ref 7519.0 vs window fill 7570.8 (+51.8) | TP1 already behind price at fill
SPX-2026-05-28,2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 2,7575.81,2026-05-29 07:30:00,TP2 reached | market at window open 06:45,0.05,99.6,entry ref 7519.0 vs window fill 7570.8 (+51.8) | TP1 already behind price at fill
SPX-2026-05-28,2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,2026-05-29,FILLED,2026-05-29 06:45:00,7570.8,Unit 3,7616.3,2026-06-01 20:30:00,runner target reached | market at window open 06:45,0.457,99.6,entry ref 7519.0 vs window fill 7570.8 (+51.8) | TP1 already behind price at fill
SPX-2026-05-28,2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),LONG,BUY LIMIT,7510.0,7479.0,7545.56,7577.69,7606.21,31.0,3 units; BE on TP1; runner trails 0.2R on TP2,2026-05-29,NO FILL,,,All units,,,level 7510.0 not reached in the 06:45-08:45 window on 2026-05-29 (window range 7568.6-7578.1); order expires.,0.0,,
SPX-2026-05-28,2026-05-28,Trade 3A - Momentum-Pullback,LONG,BUY LIMIT,7495.0,7471.0,7539.09,7567.0,7597.0,24.0,3 units; Unit3 stop to entry+1R per the 3A structural runner rule,2026-05-29,NO FILL,,,All units,,,level 7495.0 not reached in the 06:45-08:45 window on 2026-05-29 (window range 7568.6-7578.1); order expires.,0.0,,
SPX-2026-05-29,2026-05-29,Trade 1 - Daily Directional,LONG,BUY LIMIT,7535.0,7495.0,7575.0,7615.0,7655.0,40.0,3 units; Unit3 SL->entry+0.2R (7543) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-06-01,NO FILL,,,All units,,,level 7535.0 not reached in the 06:45-08:45 window on 2026-06-01 (window range 7603.7-7610.0); order expires.,0.0,,
SPX-2026-05-29,2026-05-29,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7551.0,7517.0,7585.0,7619.0,7670.0,34.0,3 units; Unit3 SL->entry+0.2R (7558) on TP2 fill; runner exit at weekly P re-test,2026-06-01,NO FILL,,,All units,,,level 7551.0 not reached in the 06:45-08:45 window on 2026-06-01 (window range 7603.7-7610.0); order expires.,0.0,,
SPX-2026-05-29,2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,2026-06-01,FILLED,2026-06-01 06:45:00,7604.7,Unit 1,7616.0,2026-06-01 20:30:00,TP1 reached | marketable at window open (level already breached) - filled at open,0.147,76.7,entry ref 7572.0 vs window fill 7604.7 (+32.7)
SPX-2026-05-29,2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,2026-06-01,FILLED,2026-06-01 06:45:00,7604.7,Unit 2,7528.0,2026-06-04 01:00:00,stopped out (TP2 reached later at 2026-08-04 17:00:00) | marketable at window open (level already breached) - filled at open,-1.0,76.7,entry ref 7572.0 vs window fill 7604.7 (+32.7)
SPX-2026-05-29,2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,2026-06-01,FILLED,2026-06-01 06:45:00,7604.7,Unit 3,7528.0,2026-06-04 01:00:00,stopped out | marketable at window open (level already breached) - filled at open,-1.0,76.7,entry ref 7572.0 vs window fill 7604.7 (+32.7)
SPX-2026-06-01,2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,2026-06-02,NO FILL,,,All units,,,level 7599.5 not reached in the 06:45-08:45 window on 2026-06-02 (window range 7572.5-7589.3); order expires.,0.0,,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,FILLED,2026-06-02 06:45:00,7572.8,Unit 1,7617.0,2026-06-02 17:45:00,TP1 reached | marketable at window open (level already breached) - filled at open,1.601,27.6,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,FILLED,2026-06-02 06:45:00,7572.8,Unit 2,7545.2,2026-06-03 23:30:00,stopped out (TP2 reached later at 2026-08-04 16:45:00) | marketable at window open (level already breached) - filled at open,-1.0,27.6,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,FILLED,2026-06-02 06:45:00,7572.8,Unit 3,7621.3,2026-06-02 23:45:00,card-specified runner time-stop at the entry-session close | marketable at window open (level already breached) - filled at open,1.757,27.6,
SPX-2026-06-01,2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7538.0,7520.0,7580.0,7599.0,7690.0,18.0,3 units; 3A structural runner override on 100%-ext break,2026-06-02,NO FILL,,,All units,,,level 7538.0 not reached in the 06:45-08:45 window on 2026-06-02 (window range 7572.5-7589.3); order expires.,0.0,,
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,FILLED,2026-06-03 06:45:00,7616.5,Unit 1,7551.51,2026-06-03 23:15:00,stopped out (TP1 reached later at 2026-08-04 16:45:00) | market at window open 06:45,-1.0,64.99,entry ref 7599.96 vs window fill 7616.5 (+16.5)
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,FILLED,2026-06-03 06:45:00,7616.5,Unit 2,7551.51,2026-06-03 23:15:00,stopped out (TP2 reached later at 2026-08-04 18:15:00) | market at window open 06:45,-1.0,64.99,entry ref 7599.96 vs window fill 7616.5 (+16.5)
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,FILLED,2026-06-03 06:45:00,7616.5,Unit 3,7551.51,2026-06-03 23:15:00,stopped out | market at window open 06:45,-1.0,64.99,entry ref 7599.96 vs window fill 7616.5 (+16.5)
SPX-2026-06-02,2026-06-02,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7580.81,7550.76,7610.86,7640.92,7598.63,30.05,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit at daily R1 7598.63,2026-06-03,NO FILL,,,All units,,,level 7580.81 not reached in the 06:45-08:45 window on 2026-06-03 (window range 7612.2-7619.2); order expires.,0.0,,
SPX-2026-06-02,2026-06-02,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7552.5,7525.28,7603.44,7639.71,7700.0,27.22,3 units; 3A structural runner override on 100%-ext break,2026-06-03,NO FILL,,,All units,,,level 7552.5 not reached in the 06:45-08:45 window on 2026-06-03 (window range 7612.2-7619.2); order expires.,0.0,,
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 1,7499.14,2026-06-05 17:00:00,stopped out (TP1 reached later at 2026-08-04 17:00:00) | market at window open 06:45,-1.0,33.56,entry ref 7585.5 vs window fill 7532.7 (-52.8)
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 2,7499.14,2026-06-05 17:00:00,stopped out (TP2 reached later at 2026-08-04 22:45:00) | market at window open 06:45,-1.0,33.56,entry ref 7585.5 vs window fill 7532.7 (-52.8)
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 3,7582.1,2026-06-04 23:45:00,card-specified runner time-stop at the entry-session close | market at window open 06:45,1.472,33.56,entry ref 7585.5 vs window fill 7532.7 (-52.8)
SPX-2026-06-03,2026-06-03,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7601.28,7557.81,7619.58,7639.19,7657.49,43.47,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-06-04,MALFORMED,2026-06-04 06:45:00,7532.7,Unit 1,7557.81,2026-06-04 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,25.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7601.28 vs window fill 7532.7 (-68.6)
SPX-2026-06-03,2026-06-03,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7601.28,7557.81,7619.58,7639.19,7657.49,43.47,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-06-04,MALFORMED,2026-06-04 06:45:00,7532.7,Unit 2,7557.81,2026-06-04 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,25.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7601.28 vs window fill 7532.7 (-68.6)
SPX-2026-06-03,2026-06-03,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7601.28,7557.81,7619.58,7639.19,7657.49,43.47,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-06-04,MALFORMED,2026-06-04 06:45:00,7532.7,Unit 3,7557.81,2026-06-04 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,25.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7601.28 vs window fill 7532.7 (-68.6)
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 1,7484.0,2026-06-05 18:30:00,stopped out (TP1 reached later at 2026-08-04 08:30:00) | marketable at window open (level already breached) - filled at open,-1.0,48.7,entry ref 7573.68 vs window fill 7532.7 (-41.0)
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 2,7484.0,2026-06-05 18:30:00,stopped out (TP2 reached later at 2026-08-04 20:30:00) | marketable at window open (level already breached) - filled at open,-1.0,48.7,entry ref 7573.68 vs window fill 7532.7 (-41.0)
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,FILLED,2026-06-04 06:45:00,7532.7,Unit 3,7484.0,2026-06-05 18:30:00,stopped out | marketable at window open (level already breached) - filled at open,-1.0,48.7,entry ref 7573.68 vs window fill 7532.7 (-41.0)
SPX-2026-06-04,2026-06-04,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK (overridden anchor),7609.78,7573.71,7645.85,7681.92,7783.78,36.07,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,2026-06-05,MALFORMED,2026-06-05 06:45:00,7551.6,Unit 1,7573.71,2026-06-05 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,22.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7609.78 vs window fill 7551.6 (-58.2)
SPX-2026-06-04,2026-06-04,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK (overridden anchor),7609.78,7573.71,7645.85,7681.92,7783.78,36.07,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,2026-06-05,MALFORMED,2026-06-05 06:45:00,7551.6,Unit 2,7573.71,2026-06-05 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,22.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7609.78 vs window fill 7551.6 (-58.2)
SPX-2026-06-04,2026-06-04,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK (overridden anchor),7609.78,7573.71,7645.85,7681.92,7783.78,36.07,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,2026-06-05,MALFORMED,2026-06-05 06:45:00,7551.6,Unit 3,7573.71,2026-06-05 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,22.11,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7609.78 vs window fill 7551.6 (-58.2)
SPX-2026-06-04,2026-06-04,Trade 2 - Pivot (TREND_UP breakout),LONG,BUY STOP,7606.72,7591.48,7626.12,7634.3,7642.47,15.24,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner toward R2,2026-06-05,NO FILL,,,All units,,,level 7606.72 not reached in the 06:45-08:45 window on 2026-06-05 (window range 7546.3-7557.9); order expires.,0.0,,
