report_id,report_date,strategy,direction,entry_session,entry_rule,fill_status,fill_time,card_entry,fill_price,stop,R_points,risk_vs_card,units,blended_R,notes
SPX-2026-07-21,2026-07-21,Trade 1 - Daily Directional,SHORT,2026-07-22,RECOVERY: 08:45 was +0.89R beyond entry; took the -0.5R level 7472.50,FILLED,2026-07-22 15:45:00,7443.0,7472.5,7502.0,29.5,0.5,3,-1.0,
SPX-2026-07-21,2026-07-21,Trade 2 - Pivot (regime-aware),,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-21,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),SHORT,2026-07-24,WAITED: 08:45 was -0.36R worse; filled on the return to entry 7443.00,FILLED,2026-07-24 18:00:00,7443.0,7443.0,7530.0,87.0,1.0,3,-1.0,
SPX-2026-07-22,2026-07-22,Trade 1 - Daily Directional,,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-22,2026-07-22,Trade 2 - Pivot (regime-aware),,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-22,2026-07-22,"Trade 3B - Mean-Reversion (range fade, short leg)",SHORT,2026-07-23,WAIT for entry,NO FILL,,7524.1,,7556.5,,,1,0.0,
SPX-2026-07-23,2026-07-23,Trade 1 - Daily Directional,SHORT,2026-07-24,WAIT for entry,NO FILL,,7498.96,,7521.14,,,1,0.0,
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,2026-07-24,RECOVERY: 08:45 was +1.05R beyond entry; took the -0.5R level 7448.91,FILLED,2026-07-24 18:15:00,7483.19,7448.91,7414.64,34.27,0.5,3,-1.0,
SPX-2026-07-23,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),SHORT,2026-07-24,WAIT for entry,NO FILL,,7540.65,,7588.26,,,1,0.0,
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,2026-07-27,RECOVERY: 08:45 was +1.84R beyond entry; took the -0.5R level 7427.41,FILLED,2026-07-27 17:15:00,7408.3,7427.41,7446.52,19.11,0.5,3,-0.499,
SPX-2026-07-24,2026-07-24,Trade 2 - Pivot (sell limit daily P),SHORT,2026-07-27,RECOVERY: 08:45 was +0.99R beyond entry; took the -0.5R level 7453.82,FILLED,2026-07-27 16:45:00,7428.37,7453.82,7479.28,25.45,0.5,3,2.546,
SPX-2026-07-24,2026-07-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,2026-07-27,WAITED: 08:45 was -0.04R worse; filled on the return to entry 7481.66,FILLED,2026-07-27 09:00:00,7481.66,7481.66,7552.99,71.33,1.0,3,1.158,
SPX-2026-07-27,2026-07-27,Trade 1 - Daily Directional,,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-27,2026-07-27,Trade 2 - Pivot (TRANSITION breakout side),LONG,2026-07-28,RECOVERY: 08:45 was +1.12R beyond entry; took the -0.5R level 7409.36,FILLED,2026-07-28 11:15:00,7425.82,7409.36,7392.91,16.45,0.5,3,-1.0,
SPX-2026-07-27,2026-07-27,Trade 3C - Momentum-Breakout (conditional upside),LONG,2026-08-04,WAIT for entry,NO FILL,,7598.01,,7409.11,,,1,0.0,
SPX-2026-07-28,2026-07-28,Trade 1 - Daily Directional,LONG,2026-07-29,WAITED: 08:45 was -1.06R worse; filled on the return to entry 7392.00,FILLED,2026-07-29 16:45:00,7392.0,7392.0,7357.0,35.0,1.0,3,-1.0,
SPX-2026-07-28,2026-07-28,Trade 2 - Pivot (buy limit daily S1),LONG,2026-07-29,WAITED: 08:45 was -1.68R worse; filled on the return to entry 7387.00,FILLED,2026-07-29 17:00:00,7387.0,7387.0,7362.0,25.0,1.0,3,-1.0,
SPX-2026-07-28,2026-07-28,Trade 3 - Mean-Reversion (buy stop on P reclaim),LONG,2026-07-29,WAITED: 08:45 was -0.22R worse; filled on the return to entry 7420.00,FILLED,2026-07-29 09:00:00,7420.0,7420.0,7378.0,42.0,1.0,3,0.479,
SPX-2026-07-29,2026-07-29,Trade 1 - Daily Directional,,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-29,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),LONG,2026-07-30,RECOVERY: 08:45 was +2.47R beyond entry; took the -0.5R level 7419.09,FILLED,2026-07-30 20:00:00,7438.79,7419.09,7399.39,19.7,0.5,3,0.333,
SPX-2026-07-29,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),LONG,2026-08-04,WAIT for entry,NO FILL,,7598.01,,7409.11,,,1,0.0,
SPX-2026-07-30,2026-07-30,Trade 1 - Daily Directional,SHORT,2026-07-31,RECOVERY to -0.5R,NO FILL,,7316.0,,7401.0,,,1,0.0,TP3 not beyond TP2 (inverted ladder)
SPX-2026-07-30,2026-07-30,Trade 2 - Pivot (regime-aware),,,,SUPPRESSED,,,,,,,1,0.0,
SPX-2026-07-30,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),SHORT,,conditional,NO TRIGGER,,7280.0,,7408.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 1 - Daily Directional (breakout stop),LONG,2026-08-03,WAIT for entry,NO FILL,,7455.0,,7366.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 2 - Pivot (buy limit daily P),LONG,2026-08-03,WAIT for entry,NO FILL,,7405.0,,7340.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 3A - Momentum-Pullback (38.2% fib),LONG,2026-08-03,WAIT for entry,NO FILL,,7412.0,,7360.0,,,1,0.0,
