report_id,report_date,strategy,direction,card_entry_mode,card_entry,stop_loss,tp1,tp2,tp3,card_R_points,management,entry_session,entry_rule,fill_status,fill_time_broker,fill_price,R_points,risk_vs_card,unit,exit_price,exit_time_broker,exit_reason,R,notes
SPX-2026-05-28,2026-05-28,Trade 3A - Momentum-Pullback,LONG,BUY LIMIT,7495.0,7471.0,7539.09,7567.0,7597.0,24.0,3 units; Unit3 stop to entry+1R per the 3A structural runner rule,2026-05-29,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7570.8 was worse than the card entry 7495.0; the -0.5R improvement level 7483.0 was not reached (session range from 06:45: 7567.9-7601.8).,0.0,
SPX-2026-05-29,2026-05-29,Trade 1 - Daily Directional,LONG,BUY LIMIT,7535.0,7495.0,7575.0,7615.0,7655.0,40.0,3 units; Unit3 SL->entry+0.2R (7543) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-06-01,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7604.7 was worse than the card entry 7535.0; the -0.5R improvement level 7515.0 was not reached (session range from 06:45: 7568.5-7623.6).,0.0,
SPX-2026-05-29,2026-05-29,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7551.0,7517.0,7585.0,7619.0,7670.0,34.0,3 units; Unit3 SL->entry+0.2R (7558) on TP2 fill; runner exit at weekly P re-test,2026-06-01,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7604.7 was worse than the card entry 7551.0; the -0.5R improvement level 7534.0 was not reached (session range from 06:45: 7568.5-7623.6).,0.0,
SPX-2026-05-29,2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7572.0,7528.0,7616.0,7660.0,7750.0,44.0,3 units; 3A structural runner override active,2026-06-01,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7604.7 was worse than the card entry 7572.0; the -0.5R improvement level 7550.0 was not reached (session range from 06:45: 7568.5-7623.6).,0.0,
SPX-2026-06-01,2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,10.2,0.276,Unit 1,7562.6,2026-06-03 19:15:00,stopped out (TP1 reached later 2026-08-04 16:15:00),-1.0,
SPX-2026-06-01,2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,10.2,0.276,Unit 2,7562.6,2026-06-03 19:15:00,stopped out (TP2 reached later 2026-08-04 17:15:00),-1.0,
SPX-2026-06-01,2026-06-01,Trade 1 - Daily Directional (breakout stop),LONG,BUY STOP,7599.5,7562.6,7636.5,7673.5,7715.5,36.9,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at cash close / 3xATR cap,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,10.2,0.276,Unit 3,7621.3,2026-06-02 23:45:00,card runner time-stop at entry-session close,4.755,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,27.6,0.771,Unit 1,7617.0,2026-06-02 17:45:00,TP1 reached,1.601,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,27.6,0.771,Unit 2,7545.2,2026-06-03 23:30:00,stopped out (TP2 reached later 2026-08-04 16:45:00),-1.0,
SPX-2026-06-01,2026-06-01,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7581.0,7545.2,7617.0,7653.0,7670.0,35.8,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit on pivot P re-cross or session close,2026-06-02,A: market at 06:45 (better than card entry),FILLED,2026-06-02 06:45:00,7572.8,27.6,0.771,Unit 3,7621.3,2026-06-02 23:45:00,card runner time-stop at entry-session close,1.757,
SPX-2026-06-01,2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7538.0,7520.0,7580.0,7599.0,7690.0,18.0,3 units; 3A structural runner override on 100%-ext break,2026-06-02,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7572.8 was worse than the card entry 7538.0; the -0.5R improvement level 7529.0 was not reached (session range from 06:45: 7572.5-7624.6).,0.0,
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,B: limit at entry -0.5R = 7575.74 (did not chase),FILLED,2026-06-03 16:45:00,7575.74,24.23,0.5,Unit 1,7551.51,2026-06-03 23:15:00,stopped out (TP1 reached later 2026-08-04 16:45:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,B: limit at entry -0.5R = 7575.74 (did not chase),FILLED,2026-06-03 16:45:00,7575.74,24.23,0.5,Unit 2,7551.51,2026-06-03 23:15:00,stopped out (TP2 reached later 2026-08-04 18:15:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7599.96,7551.51,7648.41,7696.87,7737.87,48.45,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-03,B: limit at entry -0.5R = 7575.74 (did not chase),FILLED,2026-06-03 16:45:00,7575.74,24.23,0.5,Unit 3,7551.51,2026-06-03 23:15:00,stopped out,-1.0,
SPX-2026-06-02,2026-06-02,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7580.81,7550.76,7610.86,7640.92,7598.63,30.05,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit at daily R1 7598.63,2026-06-03,B: limit at entry -0.5R = 7565.78 (did not chase),FILLED,2026-06-03 19:15:00,7565.78,15.02,0.5,Unit 1,7550.76,2026-06-03 23:15:00,stopped out (TP1 reached later 2026-08-04 04:30:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7580.81,7550.76,7610.86,7640.92,7598.63,30.05,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit at daily R1 7598.63,2026-06-03,B: limit at entry -0.5R = 7565.78 (did not chase),FILLED,2026-06-03 19:15:00,7565.78,15.02,0.5,Unit 2,7550.76,2026-06-03 23:15:00,stopped out (TP2 reached later 2026-08-04 16:30:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7580.81,7550.76,7610.86,7640.92,7598.63,30.05,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner exit at daily R1 7598.63,2026-06-03,B: limit at entry -0.5R = 7565.78 (did not chase),FILLED,2026-06-03 19:15:00,7565.78,15.02,0.5,Unit 3,7550.76,2026-06-03 23:15:00,stopped out,-1.0,
SPX-2026-06-02,2026-06-02,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7552.5,7525.28,7603.44,7639.71,7700.0,27.22,3 units; 3A structural runner override on 100%-ext break,2026-06-03,B: limit at entry -0.5R = 7538.89 (did not chase),FILLED,2026-06-03 23:30:00,7538.89,13.61,0.5,Unit 1,7525.28,2026-06-04 01:45:00,stopped out (TP1 reached later 2026-06-04 22:15:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7552.5,7525.28,7603.44,7639.71,7700.0,27.22,3 units; 3A structural runner override on 100%-ext break,2026-06-03,B: limit at entry -0.5R = 7538.89 (did not chase),FILLED,2026-06-03 23:30:00,7538.89,13.61,0.5,Unit 2,7525.28,2026-06-04 01:45:00,stopped out (TP2 reached later 2026-08-04 16:30:00),-1.0,
SPX-2026-06-02,2026-06-02,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7552.5,7525.28,7603.44,7639.71,7700.0,27.22,3 units; 3A structural runner override on 100%-ext break,2026-06-03,B: limit at entry -0.5R = 7538.89 (did not chase),FILLED,2026-06-03 23:30:00,7538.89,13.61,0.5,Unit 3,7525.28,2026-06-04 01:45:00,stopped out,-1.0,
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,33.56,0.389,Unit 1,7499.14,2026-06-05 17:00:00,stopped out (TP1 reached later 2026-08-04 17:00:00),-1.0,
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,33.56,0.389,Unit 2,7499.14,2026-06-05 17:00:00,stopped out (TP2 reached later 2026-08-04 22:45:00),-1.0,
SPX-2026-06-03,2026-06-03,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7585.5,7499.14,7671.86,7758.22,7784.79,86.36,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,33.56,0.389,Unit 3,7582.1,2026-06-04 23:45:00,card runner time-stop at entry-session close,1.472,
SPX-2026-06-03,2026-06-03,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7601.28,7557.81,7619.58,7639.19,7657.49,43.47,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-06-04,A: market-if-better,SKIPPED,2026-06-04 06:45:00,7532.7,,,All units,,,06:45 price 7532.7 is beyond the card stop 7557.81 - the structure the card was built on is already gone; no entry taken.,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,48.7,0.543,Unit 1,7484.0,2026-06-05 18:30:00,stopped out (TP1 reached later 2026-08-04 08:30:00),-1.0,
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,48.7,0.543,Unit 2,7484.0,2026-06-05 18:30:00,stopped out (TP2 reached later 2026-08-04 20:30:00),-1.0,
SPX-2026-06-03,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7573.68,7484.0,7620.9,7744.51,7850.0,89.68,3 units; 3A structural runner override on 100%-ext break,2026-06-04,A: market at 06:45 (better than card entry),FILLED,2026-06-04 06:45:00,7532.7,48.7,0.543,Unit 3,7484.0,2026-06-05 18:30:00,stopped out,-1.0,
SPX-2026-06-04,2026-06-04,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK (overridden anchor),7609.78,7573.71,7645.85,7681.92,7783.78,36.07,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,2026-06-05,A: market-if-better,SKIPPED,2026-06-05 06:45:00,7551.6,,,All units,,,06:45 price 7551.6 is beyond the card stop 7573.71 - the structure the card was built on is already gone; no entry taken.,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-06-04,2026-06-04,Trade 2 - Pivot (TREND_UP breakout),LONG,BUY STOP,7606.72,7591.48,7626.12,7634.3,7642.47,15.24,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner toward R2,2026-06-05,A: market-if-better,SKIPPED,2026-06-05 06:45:00,7551.6,,,All units,,,06:45 price 7551.6 is beyond the card stop 7591.48 - the structure the card was built on is already gone; no entry taken.,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-06-04,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7554.26,7490.5,7576.63,7620.9,7736.8,63.76,3 units; Unit3 SL->entry+0.2R (7567.01) on TP2 fill; 3A structural runner override on 100%-ext break,2026-06-05,A: market at 06:45 (better than card entry),FILLED,2026-06-05 06:45:00,7551.6,61.1,0.958,Unit 1,7490.5,2026-06-05 18:30:00,stopped out (TP1 reached later 2026-06-15 18:45:00),-1.0,
SPX-2026-06-04,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7554.26,7490.5,7576.63,7620.9,7736.8,63.76,3 units; Unit3 SL->entry+0.2R (7567.01) on TP2 fill; 3A structural runner override on 100%-ext break,2026-06-05,A: market at 06:45 (better than card entry),FILLED,2026-06-05 06:45:00,7551.6,61.1,0.958,Unit 2,7490.5,2026-06-05 18:30:00,stopped out (TP2 reached later 2026-08-04 08:30:00),-1.0,
SPX-2026-06-04,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7554.26,7490.5,7576.63,7620.9,7736.8,63.76,3 units; Unit3 SL->entry+0.2R (7567.01) on TP2 fill; 3A structural runner override on 100%-ext break,2026-06-05,A: market at 06:45 (better than card entry),FILLED,2026-06-05 06:45:00,7551.6,61.1,0.958,Unit 3,7490.5,2026-06-05 18:30:00,stopped out,-1.0,
SPX-2026-06-05,2026-06-05,Trade 1 - Daily Directional,,,,,,,,,,,,SUPPRESSED,,, ,,All units,,,SUPPRESSED by card: direction score |0.22| below the 0.25 conviction threshold.,0.0,
SPX-2026-06-05,2026-06-05,Trade 2 - Pivot (buy limit daily P),LONG,BUY LIMIT,7570.0,7512.0,7589.0,7624.0,7650.0,58.0,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner trails to daily P,2026-06-08,A: market-if-better,SKIPPED,2026-06-08 06:45:00,7411.0,,,All units,,,06:45 price 7411.0 is beyond the card stop 7512.0 - the structure the card was built on is already gone; no entry taken.,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-06-05,2026-06-05,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7593.0,7548.0,7621.0,7643.0,7697.0,45.0,3 units; Unit3 SL->entry+0.2R (7602) on TP2 fill,2026-06-08,A: market-if-better,SKIPPED,2026-06-08 06:45:00,7411.0,,,All units,,,06:45 price 7411.0 is beyond the card stop 7548.0 - the structure the card was built on is already gone; no entry taken.,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-06-08,2026-06-08,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7384.0,7475.0,7293.0,7202.0,7105.0,91.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,2026-06-09,A: market at 06:45 (better than card entry),FILLED,2026-06-09 06:45:00,7427.3,47.7,0.524,Unit 1,7475.0,2026-06-09 16:45:00,stopped out (TP1 reached later 2026-06-09 19:15:00),-1.0,
SPX-2026-06-08,2026-06-08,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7384.0,7475.0,7293.0,7202.0,7105.0,91.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,2026-06-09,A: market at 06:45 (better than card entry),FILLED,2026-06-09 06:45:00,7427.3,47.7,0.524,Unit 2,7475.0,2026-06-09 16:45:00,stopped out (TP2 never reached),-1.0,
SPX-2026-06-08,2026-06-08,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7384.0,7475.0,7293.0,7202.0,7105.0,91.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,2026-06-09,A: market at 06:45 (better than card entry),FILLED,2026-06-09 06:45:00,7427.3,47.7,0.524,Unit 3,7475.0,2026-06-09 16:45:00,stopped out,-1.0,
SPX-2026-06-08,2026-06-08,Trade 3A - Momentum-Pullback (sell limit weekly S2),SHORT,SELL LIMIT,7460.0,7565.0,7384.0,7343.0,7105.0,105.0,3 units; Unit3 SL->entry-0.2R (7439) on TP2 fill; structural runner override on breakdown,2026-06-09,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7427.3 was worse than the card entry 7460.0; the -0.5R improvement level 7512.5 was not reached (session range from 06:45: 7243.1-7486.4).,0.0,
SPX-2026-06-09,2026-06-09,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7384.0,7484.0,7284.0,7184.0,7100.0,100.0,3 units; Unit3 SL->entry-0.2R (7364) on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,2026-06-10,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7366.3 was worse than the card entry 7384.0; the -0.5R improvement level 7434.0 was not reached (session range from 06:45: 7252.3-7400.7).,0.0,
SPX-2026-06-09,2026-06-09,Trade 3A - Momentum-Pullback (sell limit daily P),SHORT,SELL LIMIT,7449.58,7521.0,7380.0,7300.0,7245.0,71.0,3 units; Unit3 SL->entry-0.2R (7435.38) on TP2 fill,2026-06-10,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7366.3 was worse than the card entry 7449.58; the -0.5R improvement level 7485.3 was not reached (session range from 06:45: 7252.3-7400.7).,0.0,
SPX-2026-06-10,2026-06-10,Trade 1 - Daily Directional (sell stop),SHORT,SELL STOP,7330.0,7476.0,7257.0,7184.0,7038.0,146.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-11,B: limit at entry -0.5R = 7403.00 (did not chase),FILLED,2026-06-11 22:30:00,7403.0,73.0,0.5,Unit 1,7476.0,2026-06-15 01:00:00,stopped out (TP1 never reached),-1.0,
SPX-2026-06-10,2026-06-10,Trade 1 - Daily Directional (sell stop),SHORT,SELL STOP,7330.0,7476.0,7257.0,7184.0,7038.0,146.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-11,B: limit at entry -0.5R = 7403.00 (did not chase),FILLED,2026-06-11 22:30:00,7403.0,73.0,0.5,Unit 2,7476.0,2026-06-15 01:00:00,stopped out (TP2 never reached),-1.0,
SPX-2026-06-10,2026-06-10,Trade 1 - Daily Directional (sell stop),SHORT,SELL STOP,7330.0,7476.0,7257.0,7184.0,7038.0,146.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-06-11,B: limit at entry -0.5R = 7403.00 (did not chase),FILLED,2026-06-11 22:30:00,7403.0,73.0,0.5,Unit 3,7394.6,2026-06-11 23:45:00,card runner time-stop at entry-session close,0.115,
SPX-2026-06-10,2026-06-10,Trade 2 - Pivot (sell limit weekly P),SHORT,SELL LIMIT,7460.0,7518.0,7402.0,7344.0,7330.0,58.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner exit at pivot P,2026-06-11,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7294.9 was worse than the card entry 7460.0; the -0.5R improvement level 7489.0 was not reached (session range from 06:45: 7260.0-7416.6).,0.0,
SPX-2026-06-10,2026-06-10,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7322.0,7396.0,7248.0,7214.0,7105.0,74.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-06-11,B: limit at entry -0.5R = 7359.00 (did not chase),FILLED,2026-06-11 20:30:00,7359.0,37.0,0.5,Unit 1,7396.0,2026-06-11 22:15:00,stopped out (TP1 never reached),-1.0,
SPX-2026-06-10,2026-06-10,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7322.0,7396.0,7248.0,7214.0,7105.0,74.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-06-11,B: limit at entry -0.5R = 7359.00 (did not chase),FILLED,2026-06-11 20:30:00,7359.0,37.0,0.5,Unit 2,7396.0,2026-06-11 22:15:00,stopped out (TP2 never reached),-1.0,
SPX-2026-06-10,2026-06-10,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7322.0,7396.0,7248.0,7214.0,7105.0,74.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,2026-06-11,B: limit at entry -0.5R = 7359.00 (did not chase),FILLED,2026-06-11 20:30:00,7359.0,37.0,0.5,Unit 3,7396.0,2026-06-11 22:15:00,stopped out,-1.0,
SPX-2026-06-11,2026-06-11,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7267.45,7552.45,6981.5,6696.1,6900.0,285.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-06-12,A: market at 06:45 (better than card entry),FILLED,2026-06-12 06:45:00,7404.1,148.35,0.521,Unit 1,7552.45,2026-06-15 16:45:00,stopped out (TP1 never reached),-1.0,
SPX-2026-06-11,2026-06-11,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7267.45,7552.45,6981.5,6696.1,6900.0,285.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-06-12,A: market at 06:45 (better than card entry),FILLED,2026-06-12 06:45:00,7404.1,148.35,0.521,Unit 2,7552.45,2026-06-15 16:45:00,stopped out (TP2 never reached),-1.0,
SPX-2026-06-11,2026-06-11,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7267.45,7552.45,6981.5,6696.1,6900.0,285.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-06-12,A: market at 06:45 (better than card entry),FILLED,2026-06-12 06:45:00,7404.1,148.35,0.521,Unit 3,7433.9,2026-06-12 23:45:00,card runner time-stop at entry-session close,-0.201,
SPX-2026-06-11,2026-06-11,Trade 3A - Momentum-Pullback (57.5% rally-sell),SHORT,SELL LIMIT,7463.0,7641.0,7392.0,7250.0,7000.0,178.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; structural runner override on 100%-ext break,2026-06-12,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7404.1 was worse than the card entry 7463.0; the -0.5R improvement level 7552.0 was not reached (session range from 06:45: 7363.9-7458.7).,0.0,
SPX-2026-06-15,2026-06-15,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK,7431.51,7338.91,7524.0,7616.6,7709.1,92.6,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner CARD-SPECIFIED session-close time-stop + 3xATR cap,2026-06-16,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7561.6 was worse than the card entry 7431.51; the -0.5R improvement level 7385.2 was not reached (session range from 06:45: 7513.1-7571.4).,0.0,
SPX-2026-06-15,2026-06-15,Trade 2 - Pivot (buy stop daily R1),LONG,BUY STOP,7470.9,7416.86,7524.9,7578.98,7620.0,54.04,3 units; Unit3 SL->entry+0.2R (7481.71) on TP2 fill; runner to pivot,2026-06-16,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7561.6 was worse than the card entry 7470.9; the -0.5R improvement level 7443.9 was not reached (session range from 06:45: 7513.1-7571.4).,0.0,
SPX-2026-06-15,2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),LONG,BUY STOP,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,3 units; structural runner on entry-to-anchor,2026-06-16,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7561.6 was worse than the card entry 7483.15; the -0.5R improvement level 7450.1 was not reached (session range from 06:45: 7513.1-7571.4).,0.0,
SPX-2026-06-16,2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-06-17,B: limit at entry -0.5R = 7410.24 (did not chase),FILLED,2026-06-17 22:30:00,7410.24,21.0,0.5,Unit 1,7473.68,2026-06-18 02:15:00,TP1 reached,3.021,
SPX-2026-06-16,2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-06-17,B: limit at entry -0.5R = 7410.24 (did not chase),FILLED,2026-06-17 22:30:00,7410.24,21.0,0.5,Unit 2,7515.9,2026-06-18 16:15:00,TP2 reached,5.031,
SPX-2026-06-16,2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,2026-06-17,B: limit at entry -0.5R = 7410.24 (did not chase),FILLED,2026-06-17 22:30:00,7410.24,21.0,0.5,Unit 3,7446.2,2026-06-17 23:45:00,card runner time-stop at entry-session close,1.712,
SPX-2026-06-16,2026-06-16,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-06-17,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7540.2 was worse than the card entry 7398.71; the -0.5R improvement level 7376.1 was not reached (session range from 06:45: 7408.5-7548.3).,0.0,
SPX-2026-06-16,2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),LONG,BUY LIMIT,7400.0,7330.0,7470.0,7506.0,7577.0,70.0,3 units; 3A structural runner override on 100%-ext break,2026-06-17,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7540.2 was worse than the card entry 7400.0; the -0.5R improvement level 7365.0 was not reached (session range from 06:45: 7408.5-7548.3).,0.0,
