report_id,report_date,strategy,direction,entry_rule,entry_session,fill_status,fill_time,fill_price,card_entry,stop,R_points,risk_vs_card,units,blended_R,notes
SPX-2026-07-23,2026-07-23,Trade 2 - Pivot (buy limit daily S1),LONG,A: market-if-better,2026-07-24,SKIPPED,2026-07-24 06:45:00,7402.6,7483.19,7414.64,,,1,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-07-23,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),SHORT,B: wait for entry -0.5R,2026-07-24,NO FILL,,,7540.65,7588.26,,,1,0.0,
SPX-2026-07-24,2026-07-24,Trade 1 - Daily Directional,SHORT,A: market-if-better,2026-07-27,SKIPPED,2026-07-27 06:45:00,7466.8,7408.3,7446.52,,,1,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-07-24,2026-07-24,Trade 2 - Pivot (sell limit daily P),SHORT,A: market at 06:45 (better than card entry),2026-07-27,FILLED,2026-07-27 06:45:00,7466.8,7428.37,7479.28,12.48,0.245,3,-1.0,MICRO-R
SPX-2026-07-24,2026-07-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,B: wait for entry -0.5R,2026-07-27,NO FILL,,,7481.66,7552.99,,,1,0.0,
SPX-2026-07-27,2026-07-27,Trade 1 - Daily Directional,,,,SUPPRESSED,,,,, ,,1,0.0,
SPX-2026-07-27,2026-07-27,Trade 2 - Pivot (TRANSITION breakout side),LONG,A: market at 06:45 (better than card entry),2026-07-28,FILLED,2026-07-28 06:45:00,7407.6,7425.82,7392.91,14.69,0.446,3,-1.0,
SPX-2026-07-27,2026-07-27,Trade 3C - Momentum-Breakout (conditional upside),LONG,B: wait for entry -0.5R,2026-08-04,NO FILL,,,7598.01,7409.11,,,1,0.0,
SPX-2026-07-28,2026-07-28,Trade 1 - Daily Directional,LONG,B: limit at entry -0.5R = 7374.50 (did not chase),2026-07-29,FILLED,2026-07-29 17:00:00,7374.5,7392.0,7357.0,17.5,0.5,3,-1.0,
SPX-2026-07-28,2026-07-28,Trade 2 - Pivot (buy limit daily S1),LONG,B: limit at entry -0.5R = 7374.50 (did not chase),2026-07-29,FILLED,2026-07-29 17:00:00,7374.5,7387.0,7362.0,12.5,0.5,3,-1.0,
SPX-2026-07-28,2026-07-28,Trade 3 - Mean-Reversion (buy stop on P reclaim),LONG,B: limit at entry -0.5R = 7399.00 (did not chase),2026-07-29,FILLED,2026-07-29 16:45:00,7399.0,7420.0,7378.0,21.0,0.5,3,-1.0,
SPX-2026-07-29,2026-07-29,Trade 1 - Daily Directional,,,,SUPPRESSED,,,,, ,,1,0.0,
SPX-2026-07-29,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),LONG,A: market-if-better,2026-07-30,SKIPPED,2026-07-30 06:45:00,7344.2,7438.79,7399.39,,,1,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-07-29,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),LONG,B: wait for entry -0.5R,2026-08-04,NO FILL,,,7598.01,7409.11,,,1,0.0,
SPX-2026-07-30,2026-07-30,Trade 1 - Daily Directional,SHORT,A: market-if-better,2026-07-31,SKIPPED,2026-07-31 06:45:00,7466.9,7316.0,7401.0,,,1,0.0,PRICE THROUGH STOP AT 06:45
SPX-2026-07-30,2026-07-30,Trade 2 - Pivot (regime-aware),,,,SUPPRESSED,,,,, ,,1,0.0,
SPX-2026-07-30,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),SHORT,conditional,,NO TRIGGER,,,7280.0,7408.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 1 - Daily Directional (breakout stop),LONG,B: wait for entry -0.5R,2026-08-03,NO FILL,,,7455.0,7366.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 2 - Pivot (buy limit daily P),LONG,B: wait for entry -0.5R,2026-08-03,NO FILL,,,7405.0,7340.0,,,1,0.0,
SPX-2026-07-31,2026-07-31,Trade 3A - Momentum-Pullback (38.2% fib),LONG,B: wait for entry -0.5R,2026-08-03,NO FILL,,,7412.0,7360.0,,,1,0.0,
