card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card,slot
2026-07-21_slot3,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-07-24 02:00:00,7417.1,112.9,1.298,3.0,-1.0,-1.0,3.0
2026-07-22_slot1,2026-07-22,Trade 1 - Daily Directional,Trade 1,,midnight,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-22_slot2,2026-07-22,Trade 2 - Pivot (regime-aware),Trade 2,,midnight,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-22_slot3,2026-07-22,"Trade 3B - Mean-Reversion (range fade, short leg)",Trade 3B,SHORT,midnight,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-23_slot1,2026-07-23,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-07-24 02:00:00,7417.1,104.04,4.691,3.0,-0.245,2.543,1.0
2026-07-23_slot2,2026-07-23,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,midnight,SKIPPED_MICRO_R,LIMIT already marketable at 02:00 - filled at open,2026-07-24 02:00:00,7417.1,2.46,0.036,1.0,0.0,0.0,2.0
2026-07-23_slot3,2026-07-23,Trade 3 - Pivot fade (sell limit daily R2),Trade 3,SHORT,midnight,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-24_slot1,2026-07-24,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-07-27 02:00:00,7458.3,11.78,0.308,1.0,0.0,0.0,1.0
2026-07-24_slot2,2026-07-24,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-07-27 02:00:00,7458.3,20.98,0.412,3.0,-1.0,-1.0,2.0
2026-07-24_slot3,2026-07-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,midnight,FILLED,LIMIT touched,2026-07-27 09:00:00,7481.66,71.33,1.0,3.0,1.158,1.158,3.0
2026-07-27_slot1,2026-07-27,Trade 1 - Daily Directional,Trade 1,,midnight,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-27_slot2,2026-07-27,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,midnight,FILLED,STOP touched,2026-07-28 15:30:00,7425.82,32.91,1.0,3.0,-1.0,-1.0,2.0
2026-07-27_slot3,2026-07-27,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,midnight,FILLED,MARKET at 02:00 open,2026-08-04 02:00:00,7607.9,198.79,1.052,3.0,0.671,0.758,3.0
2026-07-28_slot1,2026-07-28,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,LIMIT touched,2026-07-29 16:45:00,7392.0,35.0,1.0,3.0,-1.0,-1.0,1.0
2026-07-28_slot2,2026-07-28,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,midnight,FILLED,LIMIT touched,2026-07-29 17:00:00,7387.0,25.0,1.0,3.0,-1.0,-1.0,2.0
2026-07-28_slot3,2026-07-28,Trade 3 - Mean-Reversion (buy stop on P reclaim),Trade 3,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-07-29 02:00:00,7420.0,42.0,1.0,3.0,0.479,0.479,3.0
2026-07-29_slot1,2026-07-29,Trade 1 - Daily Directional,Trade 1,,midnight,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-29_slot2,2026-07-29,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,midnight,FILLED,STOP touched,2026-07-30 22:00:00,7438.79,39.4,1.0,3.0,-0.333,-0.333,2.0
2026-07-29_slot3,2026-07-29,Trade 3C - Momentum-Breakout (conditional upside),Trade 3C,LONG,midnight,FILLED,MARKET at 02:00 open,2026-08-04 02:00:00,7607.9,198.79,1.052,3.0,0.671,0.758,3.0
2026-07-30_slot1,2026-07-30,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-07-31 02:00:00,7454.1,53.1,0.625,1.0,0.0,0.0,1.0
2026-07-30_slot2,2026-07-30,Trade 2 - Pivot (regime-aware),Trade 2,,midnight,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-30_slot3,2026-07-30,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,midnight,NO TRIGGER,,,,,,1.0,0.0,0.0,3.0
2026-07-31_slot1,2026-07-31,Trade 1 - Daily Directional (breakout stop),Trade 1,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-08-03 02:00:00,7517.5,151.5,1.702,3.0,0.314,1.237,1.0
2026-07-31_slot2,2026-07-31,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,midnight,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-31_slot3,2026-07-31,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,midnight,NO FILL,,,,,,1.0,0.0,0.0,3.0
